"Frequency","Word","Sentence"
1,lentitud,"Aquella noche, con Ron también cubierto por la capa, tuvieron que andar con más lentitud."
1,llor,"—¡Mi pequeñito Dudley, no llores, mamá no dejará que él te estropee tu día especial."
1,seguís,¡No debéis temer al trol si seguís mis órdenes.
1,emerico,"Binns hablaba monótonamente, mientras escribía nombres y fechas, y confundía Emerico el Malvado con "
1,preguntser,"—Te prohíbo que le preguntes, Fred."
1,señalar yo,"Lo que tenemos que hacer es estar seguros de jugar limpio, así no le daremos excusa a Snape para señ"
1,azucarero,"Sin embargo, aquella mañana pasó volando entre la mermelada y el azucarero y dejó caer un sobre en e"
1,regalar yo,La gente sigue insistiendo en regalarme libros.
1,molestar yo,"Al contrario, su rostro se iluminó con una amplia sonrisa, mientras decía con una voz tan chillona q"
1,entrad,—Entrad —dijo—.
1,querer él,No creía que los Dursley fueran a quererlo más en Mallorca que en Privet Drive.
1,autoprotección,"Una guía para la autoprotección, Quentin Trimble."
1,alboroto,"—Vamos a necesitar mucha suerte para encontrar algo, después del alboroto que habéis hecho."
1,serpentear,"Un segundo más tarde estaban contemplando un pasaje abovedado lo bastante grande hasta para Hagrid, "
1,colorado,Ron se puso tan colorado que parecía un rábano con insolación.
1,enseñando él,"—dijo, enseñándoles la mano envuelta en un pañuelo ensangrentado—."
1,borrar,—Siempre y cuando no te borren a ti del terreno de juego —dijo Hermione.
1,anzuelo,"Harry sabía que no tenía que haber picado el anzuelo de Dudley, pero éste le había dicho exactamente"
1,moviar,"Movía la cabeza en todas direcciones mientras iban calle arriba, tratando de mirar todo al mismo tie"
1,siguiéndola,"—Yo las recogeré —dijo tío Vernon, poniéndose de pie rápidamente y siguiéndola."
1,refunfuñó,Harry refunfuñó.
1,vehemente,No necesitaba haber estudiado el Código de Conducta de los Hombres Lobo de 1637 o el levantamiento d
1,ventanita,"Como no podían echarlas en el buzón, las habían pasado por debajo de la puerta, empujado por las ren"
1,atrevar,¿Cómo te atreves.
1,galope,Del otro lado del claro llegó un súbito ruido de cascos al galope.
1,demostrar él,Voy a demostrarles.
1,acabado,¡Estamos acabados.
1,vivíai,"Lo que todos saben es que apareció en el pueblo donde vivíais, el día de Halloween, hace diez años."
1,bullir,Las tribunas bullían.
1,pancarta,"Para darle una sorpresa a Harry, habían transformado en pancarta una de las sábanas que Scabbers hab"
1,desplomada,"Muy pronto, hubo un grupo de piezas negras desplomadas a lo largo de la pared."
1,cartero,Esperaría al cartero en la esquina de Privet Drive y recogería las cartas para el número 4 antes de 
1,rizo,"Cuando Angelina anotó un punto, Harry hizo un par de rizos para aflojar la tensión y volvió a vigila"
1,noveno,"El señor Dursley siempre se sentaba de espaldas a la ventana, en su oficina del noveno piso."
1,cuidad,"La gente se ha vuelto completamente descuidada, sale a la calle a plena luz del día, ni siquiera se "
1,plegables,"«Calderos – Todos los Tamaños – Latón, Cobre, Peltre, Plata – Automáticos – Plegables», decía un rót"
1,asintieron,Asintieron.
1,despertador,El reloj despertador arreglado sonó a las seis de la mañana siguiente.
1,arrebatar,"Se estiró, arrebató el rifle a tío Vernon, lo retorció como si fuera de goma y lo arrojó a un rincón"
1,lealtad,"Vamos a tener otra pequeña charla muy pronto, cuando hayas tenido tiempo de pensar y decidir con qui"
1,heriro,—No hay ningún ser en el bosque que pueda heriros si estáis conmigo o con Fang —dijo Hagrid—.
1,hablar él,"Siguieron andando entre los árboles y en silencio, durante tanto tiempo que Harry creyó que Firenze "
1,diminutivo,"Por supuesto que en Crabbe y Goyle no había nada que justificara el diminutivo, pero como la mesa de"
1,edon,"Llevaba gafas redondas siempre pegadas con cinta adhesiva, consecuencia de todas las veces que Dudle"
1,ponte,"—Pero mira bien, vamos, ponte donde estoy yo."
1,godric,—Lo que están diciendo —insistió— es que la pasada noche Voldemort apareció en el valle de Godric.
1,forzar yo,Mi tío abuelo Algie trataba de pillarme desprevenido y forzarme a que saliera algo de magia de mí.
1,quitárnoslo,—Quitárnoslos de encima.
1,redacción,"—¿Qué tal: «En el colegio nos han mandado escribir una redacción sobre nuestro héroe preferido, seño"
1,griego,Se lo compré a un griego que conocí en un bar el año pasado.
1,guisante,"Nunca había visto tantas cosas que le gustara comer sobre una mesa: carne asada, pollo asado, chulet"
1,topar,Me topé con uno muerto el último miércoles.
1,haber yo él,"Deberías habérnoslo dicho, no teníamos ni idea."
1,daos,"—Daos prisa —dijo la madre, y los tres chicos subieron al tren."
1,tufo,"Un tufo desagradable los invadió, haciéndoles taparse la nariz con la túnica."
1,podríais,¿Podríais llevar al ridgeback noruego a la torre más alta la medianoche del sábado.
1,escándalo,¡Un escándalo.
1,almuerzo,"Harry, Ron, nos queda media hora para el almuerzo, deberíamos ir a la biblioteca."
1,opción,"Era lo último que querían hacer, pero ¿qué opción les quedaba."
1,entrometido,Harry no podía creer que alguien fuera tan entrometido.
1,grageas,"En cambio, tenía Grageas Bertie Bott de Todos los Sabores, chicles, ranas de chocolate, empanada de "
1,dónut,"Cuando regresaba con un dónut gigante en una bolsa de papel, alcanzó a oír unas pocas palabras de su"
1,juguetito,"Estos fantásticos petardos no tenían nada que ver con los flojos artículos de los muggles, que Dudle"
1,pegajoso,"En el interior había un gran pastel de chocolate pegajoso, con «Feliz Cumpleaños, Harry» escrito en "
1,conmigo,"Querido Harry (decía con letra desigual):  Sé que tienes las tardes del viernes libres, así que ¿te "
1,juegas,—¿Juegas al menos al quidditch.
1,aguante,—No es raro que nadie la aguante —dijo a Harry cuando se abrían paso en el concurrido pasillo—.
1,remo,¿Les decimos que no queremos.
1,meloso,"—Lo siento mucho, sanguinaria señoría —dijo en tono meloso—."
1,zancada,"Desde la oscuridad, Hagrid fue hacia ellos a grandes zancadas, con Fang pegado a los talones."
1,estornudó,Estornudó.
1,entrega,¿por qué no me entregas la Piedra que tienes en el bolsillo.
1,manejar,"Neville no había manejado una escoba en toda su vida, porque su abuela no permitía que se acercara a"
1,aburrimiento,"Si él hubiera estado allí dentro, sin duda se habría muerto de aburrimiento, sin ninguna compañía, s"
1,bulliciós,La sala común estaba abarrotada y bulliciosa.
1,pobrecillo,—Pobrecillo.
1,subrayar,Había comenzado a hacer horarios para repasar y a subrayar con diferentes colores sus apuntes.
1,reverencial,—Es una capa invisible —dijo Ron con una expresión de temor reverencial—.
1,penséis,"Bien, allá vamos, y no penséis en escapar, porque será peor para vosotros si lo hacéis."
1,romper tú,—Rómpete una pierna de verdad —dijo Ron.
1,escocés,"La profesora McGonagall, con una bata de tejido escocés y una redecilla en el pelo, tenía sujeto a M"
1,agrietada,"El gigante volvió a sentarse en el sofá, que se hundió bajo su peso, y comenzó a sacar toda clase de"
1,rodeado,Un muchacho con rastas estaba rodeado por un grupo.
1,respaldo,"Neville vaciló, pero luego se encaramó al respaldo de su silla para ayudar."
1,nomeolvides,"El cielo era claro, y las nomeolvides azules y el aire anunciaban el verano."
1,angelito,Tía Petunia decía a menudo que Dudley parecía un angelito.
1,encontrarte,"Estaba tratando de encontrarte para prevenirte, oí que Malfoy decía que iba a atraparte, dijo que te"
1,juramos,¡Juramos que íbamos a sacarla de él.
1,violentamente,"Harry negó violentamente con la cabeza para que Neville no hablara más, pero la profesora McGonagall"
1,comprendéis,¿No comprendéis.
1,ingenioso,"El sombrero parecía exigir mucho, y Harry no se sentía valiente ni ingenioso ni nada de eso, por el "
1,fuerzas,— Las Fuerzas Oscuras.
1,referente,"El pastel casi les rompió los dientes, pero Harry y Ron fingieron que les gustaba, mientras le conta"
1,rencor,"—Es una escoba —dijo, devolviéndoselo bruscamente, con una mezcla de celos y rencor en la cara—."
1,hebilla,"Llevaba una túnica larga, una capa color púrpura que barría el suelo y botas con tacón alto y hebill"
1,vampiros,¿Vampiros.
1,cañonazo,", sino que estalló como un cañonazo y los envolvió en una nube azul, mientras del interior salían un"
1,mandar tú,Lo máximo que podéis hacer Malfoy y tú es mandaros chispas uno al otro.
1,estate,Ahora estate quieta.
1,panel,"Estaba tan dormido que ni se sorprendió al ver que la gente de los retratos, a lo largo de los pasil"
1,ilegal,Así que ya tenían algo más de qué preocuparse: lo que podía sucederle a Hagrid si alguien descubría 
1,olfatea,"—Olfatea por ahí, mi tesoro."
1,bombín,"Puedes tener bombines negros,  sombreros de copa altos y elegantes."
1,reflexionar,"Mientras Harry y Ron regresaban al castillo para cenar, con los bolsillos llenos del pétreo pastel q"
1,feria,"Diez años antes, había una gran cantidad de retratos de lo que parecía una gran pelota rosada con go"
1,preguntábar,"Nos preguntábamos si podías decirnos si hay algo más que custodie la Piedra Filosofal, además de Flu"
1,tiovivo,"Diez años antes, había una gran cantidad de retratos de lo que parecía una gran pelota rosada con go"
1,metáis,No os metáis.
1,sáhara,Harry se enteró de que había setecientas formas de cometer una falta y de que todas se habían produc
1,trimble,"Una guía para la autoprotección, Quentin Trimble."
1,pinchar él,Acababa de pensar en algo que le hizo sentir que el globo de felicidad en su interior acababa de pin
1,frac,"Sus ojos azules eran claros, brillantes y centelleaban detrás de unas gafas de cristales de media lu"
1,usual,"sí, por qué no, una combinación poco usual, acebo y pluma de fénix, veintiocho centímetros, bonita y"
1,astucia,"Elige, a menos que quieras quedarte para siempre;  para ayudarte en tu elección, te damos cuatro cla"
1,querrás,No querrás hacerte amigo de los de la clase indebida.
1,dando él,¿Has estado dándoles sermones.
1,desanimado,"—Seguro que yo estaré en Hufflepuff —dijo Harry, desanimado."
1,fuero,—¡FUERA.
1,persiguiéndolo,"En aquel estado de nervios, les daba la sensación de que cada sombra de estatua era Filch, y cada si"
1,descubran,"—Sería extraordinario que el mismo día en que Quien-usted-sabe parece haber desaparecido al fin, los"
1,internar él,"Anduvieron cerca de media hora, internándose cada vez más profundamente, hasta que el sendero se vol"
1,campanada,El reloj de pared acababa de dar doce campanadas cuando el agujero del retrato se abrió de golpe.
1,callo,"Ya sabes, tienes todos los comunes, como chocolate, menta y naranja, pero también puedes encontrar e"
1,surcado,"Neville, con la cara surcada de lágrimas y agarrándose la muñeca, cojeaba al lado de la señora Hooch"
1,infierno,"Mirad estos dos: Especies de dragones en Gran Bretaña e Irlanda y Del huevo al infierno, guía para g"
1,triunfal,"En aquel momento, Harry pudo ver el aire triunfal de Malfoy, Crabbe y Goyle, mientras andaba insegur"
1,habitar,"Puedes pertenecer a Gryffindor,  donde habitan los valientes."
1,apártate,¡Apártate de ese agujero y no seas idiota.
1,confiscó,"Sin embargo, la señora Pomfrey consideró que no era muy higiénico y lo confiscó."
1,convención,"Criar dragones fue prohibido por la Convención de Magos de 1709, todos lo saben."
1,jefa,"La profesora McGonagall era la jefa de la casa Gryffindor, pero eso no le había impedido ponerles un"
1,estuvimos,"Bien, Nicolás y yo tuvimos una pequeña charla y estuvimos de acuerdo en que era lo mejor."
1,gorro,"Diez años antes, había una gran cantidad de retratos de lo que parecía una gran pelota rosada con go"
1,descolgar,Se descolgó por la abertura y quedó suspendido de los dedos.
1,descaro,"Por encima del ruido, Snape dijo:  —Y se le restará un punto a la casa Gryffindor por tu descaro, Po"
1,concentrar,"Si no lo hubiera hecho así, aquella mañana le habría costado concentrarse en los taladros."
1,tendríais,Y tendríais que haber visto sus caras cuando vine aquí.
1,comienza,"—Comienza, supongo, con."
1,confunda,Hagrid casi tuvo que arrastrar a Harry para que dejara Hechizos y contrahechizos (encante a sus amig
1,pruébatela,Pruébatela.
1,amortiguado,Los ronquidos de Dudley quedaron amortiguados por los truenos que estallaron cerca de la medianoche.
1,draconis,"—Caput draconis —dijo Percy, y el retrato se balanceó hacia delante y dejó ver un agujero redondo en"
1,grandilocuente,"—Oh, lo encontramos hace siglos —dijo Ron con aire grandilocuente—."
1,profesional,—Puede que hoy sea el día en que cierre el trato más importante de toda mi vida profesional —dijo tí
1,manchado,"Los ojos de la profesora se detuvieron un momento en la capa de Neville, que estaba atada bajo su or"
1,desperezar él,"—Será mejor que vayas a buscar la capa —murmuró Ron mientras Lee Jordan finalmente se iba, bostezand"
1,bifurcación,"Harry trató de recordar, izquierda, derecha, derecha, izquierda, una bifurcación, derecha, izquierda"
1,atractivo,Pero hasta el quidditch había perdido su atractivo.
1,argus,"Pero aún peor que Peeves, si eso era posible, era el celador, Argus Filch."
1,rollizo,"Era un hombre corpulento y rollizo, casi sin cuello, aunque con un bigote inmenso."
1,estridente,—preguntó con voz estridente.
1,escabullar,Hagrid se escabulló.
1,recodo,"El aire era cada vez más frío, mientras doblaban por estrechos recodos."
1,salmón,Ella ya llevaba puesto el vestido de noche de color salmón.
1,erudito,"O tal vez a la antigua sabiduría de Ravenclaw,  si tienes una mente dispuesta,  porque los inteligen"
1,mordisquear él,"Algunas veces volaba para mordisquearle una oreja y conseguir una tostada, antes de volver a dormir "
1,revolvió,Revolvió en su baúl y sacó una varita muy gastada.
1,oleada,Una oleada de humo verde los envolvió.
1,juzgar,"Era alto, delgado y muy anciano, a juzgar por su pelo y barba plateados, tan largos que habría podid"
1,tuviérar,Sería difícil que los muggles no nos detectaran si tuviéramos dragones en nuestros jardines.
1,lechería,"Mientras tío Vernon llamaba a la estafeta y a la lechería, tratando de encontrar a alguien para quej"
1,apuesto,"Tía Petunia estalló en lágrimas y dijo que no podía creer que aquél fuera su pequeño Dudley, tan apu"
1,péinate,—¡Péinate.
1,amante,"Se ha hablado mucho de la Piedra Filosofal a lo largo de los siglos, pero la única Piedra que existe"
1,dilo,"—Dilo tú, entonces, si eres tan inteligente —dijo Ron con rabia."
1,efectivamente,"Efectivamente: su reflejo lo miraba, pero sólo su cabeza suspendida en el aire, porque su cuerpo era"
1,pelaje,"De la cintura para arriba, un hombre, con pelo y barba rojizos, pero por debajo, el cuerpo de pelaje"
1,mullido,"Aterrizó sobre algo mullido, con un ruido suave y extraño."
1,jerséi,"Fred y George llevaban jerséis azules, uno con una gran letra efe amarilla y el otro con una ge del "
1,tamaños,"«Calderos – Todos los Tamaños – Latón, Cobre, Peltre, Plata – Automáticos – Plegables», decía un rót"
1,desteñido,"» En el polvoriento escaparate, sobre un cojín de desteñido color púrpura, se veía una única varita."
1,volador,"Añoraba el castillo, con sus pasadizos secretos y sus fantasmas; las clases (aunque quizá no a Snape"
1,estremecer él,"Los hurras de Gryffindor llegaron hasta el techo encantado, y las estrellas parecieron estremecerse."
1,zafiro,"Tenía los ojos asombrosamente azules, como pálidos zafiros."
1,pueblecito,"Los transeúntes miraban mucho a Hagrid mientras recorrían el pueblecito camino de la estación, y Har"
1,ahuyentar,Me he pasado la mitad de mi vida ahuyentando a tus hermanos gemelos del bosque.
1,embotellamiento,"Mientras esperaba en el habitual embotellamiento matutino, no pudo dejar de advertir una gran cantid"
1,piedras,"Al mismo tiempo, habría apostado doce Piedras Filosofales a que Snape acababa de salir del aula y, p"
1,habrar,"—Pero espero que te habrás dado cuenta de lo que hace, ¿no."
1,katie,"Aquí está la cazadora Katie Bell de Gryffindor, buen vuelo rodeando a Flint, vuelve a elevarse del t"
1,torvo,—Que tengas un buen curso —dijo tío Vernon con una sonrisa aún más torva.
1,exhausto,"Eran las siete de la tarde cuando finalmente, exhausto, oyó que lo llamaba tía Petunia."
1,rellano,Acababa de llegar al rellano superior cuando sonó el timbre de la puerta y al pie de la escalera apa
1,enfadaran,"todas las cosas raras que habían hecho que sus tíos se enfadaran con él habían sucedido cuando él, H"
1,gozn,"La puerta fue empujada con tal fuerza que se salió de los goznes y, con un golpe sordo, aterrizó en "
1,dejen,"No, mejor que nos dejen tranquilos."
1,comprar tú,"Tía Petunia también sintió el peligro, porque dijo rápidamente:  —Y vamos a comprarte dos regalos má"
1,egoísta,La verdad es que es muy egoísta de tu parte.
1,restante,—Señaló las tres pelotas restantes.
1,hechicera,Dicen que encontró vampiros en la Selva Negra y que tuvo un desagradable problema con una hechicera.
1,rapé,La profesora McGonagall los observó mientras convertían un ratón en una caja de rapé.
1,prewett,"Nadie a quien él hubiera decidido matar sobrevivió, nadie excepto tú, y eso que acabó con algunos de"
1,peón,Un peón blanco se movió hacia delante.
1,yvonne,Yvonne.
1,enseñarme,Podrás enseñarme a tus otros hermanos y a todos.
1,necesitarar,"Y, de todos modos, no podrías hacer ningún hechizo todavía, necesitarás mucho más estudio antes de l"
1,unir yo,unirnos a ustedes para poder cruzar.
1,indispuesta,"Si el sombrero hubiera mencionado una casa para la gente que se sentía un poco indispuesta, ésa habr"
1,incumbir,"Era un poco tarde para reparar los daños, pero Harry se juró que, de ahí en adelante, no se metería "
1,lisonjero,"—Oh, vamos, Hagrid, puedes no querer contarnos nada, pero debes saberlo, tú sabes todo lo que sucede"
1,hierbajo,Doris Crockford estrechó la mano de Harry una última vez y Hagrid se lo llevó a través del bar hasta
1,tímidamente,"—sugirió tía Petunia tímidamente, unas horas más tarde, pero tío Vernon no pareció oírla."
1,inventaste,Te inventaste una historia sobre un dragón para que Draco Malfoy saliera de la cama y se metiera en 
1,retorciéndose,"Retorciéndose y alejándose, se desprendió de sus cuerpos y pudieron moverse."
1,montar él,"Luego, la señora Hooch les enseñó cómo montarse en la escoba sin deslizarse hasta la punta, y recorr"
1,desdobló,"Harry desdobló otra hoja, que no había visto la noche anterior, y leyó:    COLEGIO HOGWARTS  DE MAGI"
1,hiedra,"Todos agacharon la cabeza y los botecitos los llevaron a través de una cortina de hiedra, que escond"
1,acostar yo,"—¡Y ahora, antes de ir a acostarnos, cantemos la canción del colegio."
1,extended,—Extended la mano derecha sobre la escoba —les indicó la señora Hooch— y decid «arriba».
1,tapia,"Parecía que la profesora McGonagall había llegado al punto que más deseosa estaba por discutir, la v"
1,revuelto,"Cabello negro, largo y revuelto, y una barba que le cubría casi toda la cara."
1,haga,"Cuando Harry finalmente se levantó de la mesa, estaba cargado de cosas salidas de los petardos, que "
1,gangós,—La voz fría y gangosa de Malfoy llegó desde atrás—.
1,petrificus,—¡Petrificus totalus.
1,palmo,Entonces sucedió algo que le hizo dar un bote de un palmo.
1,atraparo,"» Tenían grandes probabilidades de que los atraparan Filch o la Señora Norris, y Harry sintió que es"
1,comiences,Te sugiero que comiences a comer esas golosinas.
1,atraparar,"» Tenían grandes probabilidades de que los atraparan Filch o la Señora Norris, y Harry sintió que es"
1,quieto,Ahora estate quieta.
1,asomado,"Los primeros vagones ya estaban repletos de estudiantes, algunos asomados por las ventanillas para h"
1,traspié,"—vociferó Dudley, dando traspiés al salir a toda pastilla hacia la casa—, ¡mamáaaaaaa."
1,corregir,—Cinco —corrigió Ron.
1,déjeme,déjeme ver.
1,semblante,"Al enderezarse, Harry hizo un esfuerzo por mantener serio el semblante."
1,arnés,Enseñaron a Harry y Hermione los arneses que habían preparado para poder suspender a Norberto entre 
1,sauce,"Veintiséis centímetros de largo, elástica, de sauce."
1,plateados,"Era alto, delgado y muy anciano, a juzgar por su pelo y barba plateados, tan largos que habría podid"
1,indefenso,"Si uno mata algo puro e indefenso para salvarse a sí mismo, conseguirá media vida, una vida maldita,"
1,cokeworth,"Potter  Habitación 17  Hotel Railview  Cokeworth  Harry iba a coger la carta, pero tío Vernon le peg"
1,pensaste,"Pensaste que si se equivocaba quedarías bien, ¿no es cierto."
1,intriga,La expresión de intriga de Wood se convirtió en deleite.
1,célebre,Ya nadie podría decir que era sólo un nombre célebre.
1,oigáis,"Vamos a buscar una habitación vacía, ya veréis cuando oigáis esto."
1,telefónico,Hizo llamadas telefónicas importantes y volvió a gritar.
1,cometisteis,Cometisteis un error y ahora vais a pagarlo.
1,claquar,"El profesor Flitwick los llamó uno a uno al aula, para ver si podían hacer que una piña bailara claq"
1,siseó,—siseó la profesora McGonagall—.
1,blackpool,"Una vez casi me ahoga, cuando me tiró al agua en el puerto de Blackpool, pero no pasó nada hasta que"
1,chillando,"Chillando de dolor, el trol se agitó y sacudió el garrote, con Harry colgado de su cuello y luchando"
1,semáforo,Su rostro pasó del rojo al verde con la misma velocidad que las luces del semáforo.
1,aleteo,"Veinte minutos más tarde, salieron del Emporio del Búho, que era oscuro y estaba lleno de ojos brill"
1,elijar,—¡Que cada uno elija su melodía favorita.
1,pegada,» Pegada a la nota había una moneda de cincuenta peniques.
1,rival,"Tendrás que ir y venir entre cazadores, golpeadores, la quaffle y las bludgers, antes de que la coja"
1,prevenido,Ya estáis prevenidos.
1,vivacidad,"Sin embargo, todavía tengo los pedazos —añadió con vivacidad."
1,risco,"Todos estaban en silencio, contemplando el gran castillo que se elevaba sobre sus cabezas mientras s"
1,puedes,—Puedes taparte con esto —dijo—.
1,regar,"Entregó a tío Vernon la postal y la factura, se sentó y lentamente comenzó a abrir el sobre amarillo"
1,volando,—Volando —dijo Hagrid.
1,soñado,"Todos los estudiantes lo detestaban, y la más soñada ambición de muchos era darle una buena patada a"
1,sacarnos,—Se ha portado muy bien al sacarnos de este lío —admitió Ron—.
1,imaginarás,"Algunos nunca habían oído hablar de Hogwarts hasta que recibieron la carta, ya te imaginarás."
1,blandear,Hagrid empuñó su paraguas y lo blandió sobre su cabeza.
1,moño,Su cabello negro estaba recogido en un moño.
1,ayúdame,"¡Ayúdame, Maestro."
1,rebelión,"Él, Ron y Hermione se quedaban juntos, trabajando hasta altas horas de la noche, tratando de recorda"
1,desplazamiento,El último día de agosto pensó que era mejor hablar con sus tíos sobre el desplazamiento a la estació
1,colgante,"Lo mismo sucedió en medio de un campo arado, en mitad de un puente colgante y en la última planta de"
1,tocar él,"Si ella estaba realmente allí, debía de poder tocarla, sus reflejos estaban tan cerca."
1,remontar él,"Cada uno cogió una escoba y de una patada estuvieron en el aire, remontándose entre la nube de llave"
1,atroz,"La atroz criatura no se daba cuenta de que Harry colgaba de su espalda, pero hasta un ser así podía "
1,isbn,ISBN 978-1-78110-131-5.
1,tomate,Al día siguiente desayunaron copos de trigo rancios y tomates de lata fríos sobre tostadas.
1,ensimismado,Se había quedado ensimismado mirando el seto.
1,ferocidad,La tormenta aumentó su ferocidad durante la noche.
1,estrechándonos,"Harry, haciendo de tripas corazón, contestó:  —Me veo con Dumbledore, estrechándonos las manos —inve"
1,cuidar él,No puede cuidarlo.
1,tapiada,Diez minutos después se habían abierto camino a través de las puertas tapiadas y estaban en el coche
1,excitante,Ron no podía ver qué tenía de excitante un juego con una sola pelota donde nadie podía volar.
1,rebosar,La gran cara peluda de Hagrid rebosaba alegría sobre el mar de cabezas.
1,deforme,"Todavía brillaban algunas brasas en la chimenea, haciendo que todos los sillones parecieran deformes"
1,sería,"Pasaron ante librerías y tiendas de música, ante hamburgueserías y cines, pero ningún sitio donde pa"
1,empinado,"Resbalando y a tientas, siguieron a Hagrid por lo que parecía un empinado y estrecho sendero."
1,ener,Y tuviste la mala suerte de crecer en una familia de los más grandes muggles que haya visto.
1,vitrina,Las vitrinas con trofeos brillaban cuando las iluminaba la luz de la luna.
1,vuelve,"—¡Vuelve, muchacho."
1,estrechamente,"Tío Vernon volvió a sentarse, resoplando como un rinoceronte al que le faltara el aire y vigilando e"
1,trayectoria,"Después de la veloz trayectoria, salieron parpadeando a la luz del sol, fuera de Gringotts."
1,palanca,"Hagrid se secó las lágrimas con la manga de la chaqueta, se subió a la moto y accionó con el pie la "
1,arriesgar yo,Tendremos que arriesgarnos.
1,imponente,"Los dejó entrar, tirando del collar de un imponente gran danés negro."
1,arremangó,"Hermione se arremangó las mangas de la túnica, agitó la varita y dijo: «Wingardium Leviosa."
1,casero,"Harry abrió el paquete y encontró un jersey tejido a mano, grueso y de color verde esmeralda, y una "
1,marcar él,"Madame Malkin colocó a Harry en un escabel al lado del otro, le deslizó por la cabeza una larga túni"
1,detengas,"No te detengas y no tengas miedo de chocar, eso es muy importante."
1,esperáis,"Os sugiero que, mientras esperáis, os arregléis lo mejor posible."
1,obstante,"Después de un té con bocadillos de pavo, bollos, bizcocho borracho con frutas y pastel de Navidad, t"
1,mueble,"Todos estaban muy impresionados y no aguantaban las ganas de empezar, pero muy pronto se dieron cuen"
1,espina,"Harry, que estaba pesando polvo de espinas de pez león, no les hizo caso."
1,protegido,"Nadie puede robarla, está demasiado bien protegida."
1,amoratado,"Observó a Harry con cuidado, fijando la mirada en la cicatriz, que se veía amoratada en la frente de"
1,estás,Estás reuniendo el e.
1,rendir,"Mientras comían, le informó de los problemas de la señora Puerta Contigua con su hija, y le contó qu"
1,apuntado,Su nombre está apuntado casi desde que nació.
1,sonriéndole,"Sonriéndole y saludándolo desde cada página, estaban su madre y su padre."
1,conducid,"—exclamó—, conducid a vuestros grupos a los dormitorios, de inmediato."
1,lavamano,"El monstruo deforme avanzaba hacia ella, chocando contra los lavamanos."
1,vagabundeo,"—Ten cuidado, Potter, otra noche de vagabundeos y yo personalmente me encargaré de que te expulsen."
1,apuntándolo,"Apuntándolo hacia tío Vernon, como con una espada, dijo:  —Se lo advierto, Dursley, se lo advierto, "
1,propias,"Cuando Harry finalmente se levantó de la mesa, estaba cargado de cosas salidas de los petardos, que "
1,atrever él,"Era evidente que creía que nadie iba a atreverse a buscarlos allí, con una tormenta a punto de estal"
1,tensión,"Cuando Angelina anotó un punto, Harry hizo un par de rizos para aflojar la tensión y volvió a vigila"
1,poneros,"—Cuando yo os llame, deberéis poneros el sombrero y sentaros en el taburete para que os seleccionen "
1,decorado,"Estaba decorado con los colores de Slytherin, verde y plata, para celebrar el triunfo de aquella cas"
1,afortunadamente,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
1,basta,"—Basta de repasos —suspiró aliviado Ron, estirándose en la hierba—."
1,erizo,"Supongo que has añadido las púas de erizo antes de sacar el caldero del fuego, ¿no."
1,ominosa,"El sol se elevaba en los mismos jardincitos, iluminaba el número 4 de latón sobre la puerta de los D"
1,arce,—Arce y pluma de fénix.
1,corredizo,"Estaba tan dormido que ni se sorprendió al ver que la gente de los retratos, a lo largo de los pasil"
1,sudado,"Ronan y Bane aparecieron velozmente entre los árboles, resoplando y con los flancos sudados."
1,rudeza,"—Bueno, no me preguntéis más —dijo con rudeza Hagrid—."
1,ópera,"Se ha hablado mucho de la Piedra Filosofal a lo largo de los siglos, pero la única Piedra que existe"
1,selva,Dicen que encontró vampiros en la Selva Negra y que tuvo un desagradable problema con una hechicera.
1,grieta,Tenía grietas en la cáscara.
1,anticuado,"Está un poco anticuado, por supuesto, pero sale todo."
1,despreocupación,"—Oh, éste es Crabbe y éste Goyle —dijo el muchacho pálido con despreocupación, al darse cuenta de qu"
1,venganza,Hagrid casi tuvo que arrastrar a Harry para que dejara Hechizos y contrahechizos (encante a sus amig
1,hagáis,"—No dejaré que lo hagáis —dijo, corriendo a ponerse frente al agujero del retrato—."
1,llevar yo él,Luego voy a llevármelos a mirar escobas de carreras.
1,cocer,En el preciso momento en que estaba diciéndoles a todos que miraran la perfección con que Malfoy hab
1,expulsarme,No van a expulsarme después de eso.
1,alegre,CAPÍTULO 10   Halloween   Malfoy no podía creer a sus ojos cuando vio que Harry y Ron todavía estaba
1,tiro,La señora Hooch le gritó enfadada a Flint y luego ordenó tiro libre para Gryffindor en el poste de g
1,patrullaba,Patrullaba sola por los pasillos.
1,cetrín,"El profesor Quirrell, con su absurdo turbante, conversaba con un profesor de grasiento pelo negro, n"
1,ventoso,Era un día claro y ventoso.
1,ayudarer,"Harry miró por encima de su hombro para leerlo:  El peligro yace ante ti, mientras la seguridad está"
1,lleguéis,"No espero que lleguéis a entender la belleza de un caldero hirviendo suavemente, con sus vapores rel"
1,leyenda,una leyenda.
1,poderosamente,"No es tan fácil cazar un unicornio, son criaturas poderosamente mágicas."
1,dirar,"Come una salchicha, frías no están mal, y no diré que no a un pedacito de tu pastel de cumpleaños."
1,enceguecía,"La cicatriz de Harry casi lo enceguecía de dolor y, sin embargo, pudo ver a Quirrell chillando deses"
1,prometido,"Al caer la noche, la tormenta prometida estalló sobre ellos."
1,horribles,—Horribles.
1,forzar,"Algunas veces, cuando forzaba su memoria durante las largas horas que pasaba en su alacena, tenía un"
